bin/genomesuperkingdomphylumclassorderfamilygenusspecies
unfiltered/maxbinned_coassembly.fa.066Bacteria[:w49.31%;c50.46%]Acidobacteria[:w17.47%;c18.55%]Solibacteres[:w1.80%;c2.01%]Solibacterales[:w0.96%;c1.09%]Solibacteraceae[:w0.78%;c0.88%]Candidatus Sulfopaludibacter[:w0.24%;c0.27%]Candidatus Sulfopaludibacter sp. SbA3[:w0.05%;c0.06%]
unfiltered/maxbinned_coassembly.fa.067Bacteria[:w65.33%;c75.80%]Chloroflexi[:w61.55%;c61.80%]Anaerolineae[:w12.46%;c16.13%]Anaerolineales[:w11.59%;c15.22%]Anaerolineaceae[:w11.49%;c14.92%]Longilinea[:w3.73%;c6.39%]Longilinea arvoryzae[:w3.73%;c6.39%]
unfiltered/maxbinned_coassembly.fa.068Bacteria[:w50.12%;c51.89%]Actinobacteria[:w44.56%;c46.72%]Actinobacteria[:w2.58%;c2.91%]Streptomycetales[:w0.20%;c0.26%]Streptomycetaceae[:w0.20%;c0.26%]Streptomyces[:w0.20%;c0.26%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.069Bacteria[:w43.80%;c46.41%]Unofficial_None[:w14.37%;c14.67%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.070Bacteria[:w26.08%;c30.88%]Ignavibacteriae[:w7.95%;c8.59%]Ignavibacteria[:w5.54%;c6.03%]Ignavibacteriales[:w0.53%;c0.38%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.071Archaea[:w62.94%;c68.85%]Euryarchaeota[:w62.94%;c68.85%]Methanobacteria[:w56.99%;c60.66%]Methanobacteriales[:w56.99%;c60.66%]Methanobacteriaceae[:w2.30%;c9.84%]Methanobacterium[:w2.08%;c8.20%]Methanobacterium formicicum[:w0.11%;c1.64%]
unfiltered/maxbinned_coassembly.fa.072Archaea[:w82.50%;c91.23%]Euryarchaeota[:w82.50%;c91.23%]Methanobacteria[:w78.28%;c88.10%]Methanobacteriales[:w78.28%;c88.10%]Methanobacteriaceae[:w59.52%;c72.72%]Methanobacterium[:w56.65%;c70.66%]Methanobacterium formicicum[:w2.11%;c2.42%]
unfiltered/maxbinned_coassembly.fa.073Bacteria[:w22.71%;c22.31%]Ignavibacteriae[:w8.15%;c7.32%]Ignavibacteria[:w6.16%;c5.53%]Ignavibacteriales[:w1.36%;c1.12%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.074Bacteria[:w39.19%;c41.26%]Proteobacteria[:w20.55%;c20.15%]Deltaproteobacteria[:w6.99%;c7.28%]Desulfuromonadales[:w1.26%;c1.53%]Geobacteraceae[:w0.44%;c0.53%]Geobacter[:w0.36%;c0.43%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.075Archaea[:w76.83%;c88.55%]Euryarchaeota[:w76.83%;c88.55%]Methanobacteria[:w70.19%;c85.18%]Methanobacteriales[:w70.19%;c85.18%]Methanobacteriaceae[:w47.30%;c72.83%]Methanobacterium[:w44.75%;c70.51%]Methanobacterium formicicum[:w0.45%;c0.60%]
unfiltered/maxbinned_coassembly.fa.076Bacteria[:w56.24%;c57.67%]Firmicutes[:w23.86%;c20.64%]Clostridia[:w4.22%;c4.45%]Clostridiales[:w3.75%;c3.82%]Peptococcaceae[:w0.43%;c0.57%]Desulfosporosinus[:w0.14%;c0.14%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.077Bacteria[:w32.86%;c33.43%]Chloroflexi[:w29.70%;c25.41%]Anaerolineae[:w0.22%;c0.28%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.078Bacteria[:w83.88%;c89.53%]Proteobacteria[:w82.69%;c86.69%]Betaproteobacteria[:w24.23%;c28.25%]Nitrosomonadales[:w5.20%;c7.55%]Thiobacillaceae[:w1.78%;c3.57%]Thiobacillus[:w1.75%;c3.49%]Thiobacillus sp. 0-1251[:w0.04%;c0.08%]
unfiltered/maxbinned_coassembly.fa.079Archaea[:w48.81%;c49.42%]Euryarchaeota[:w44.23%;c43.11%]Methanobacteria[:w35.33%;c34.62%]Methanobacteriales[:w35.33%;c34.62%]Methanobacteriaceae[:w28.47%;c29.38%]Methanobacterium[:w26.45%;c27.76%]Methanobacterium formicicum[:w0.52%;c0.56%]
unfiltered/maxbinned_coassembly.fa.080Bacteria[:w54.87%;c45.87%]Unofficial_None[:w35.58%;c19.17%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.081Bacteria[:w39.69%;c53.00%]Proteobacteria[:w39.04%;c51.12%]Deltaproteobacteria[:w34.50%;c47.19%]Desulfarculales[:w9.01%;c15.54%]Desulfarculaceae[:w9.01%;c15.54%]Desulfocarbo[:w0.08%;c0.37%]Desulfocarbo indianensis[:w0.08%;c0.37%]
unfiltered/maxbinned_coassembly.fa.082Bacteria[:w88.22%;c89.30%]Proteobacteria[:w82.65%;c81.55%]Betaproteobacteria[:w57.29%;c58.68%]Burkholderiales[:w0.37%;c0.49%]Alcaligenaceae[:w0.10%;c0.10%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.083Bacteria[:w17.10%;c25.53%]Candidatus Aminicenantes[:w12.83%;c6.38%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.084Bacteria[:w95.82%;c92.89%]Firmicutes[:w95.82%;c92.89%]Clostridia[:w88.77%;c87.55%]Clostridiales[:w86.96%;c85.97%]Clostridiaceae[:w75.73%;c76.48%]Clostridium[:w71.84%;c72.73%]Clostridium kluyveri[:w5.11%;c7.71%]
unfiltered/maxbinned_coassembly.fa.085Bacteria[:w64.41%;c64.52%]Unofficial_None[:w45.33%;c41.94%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
unfiltered/maxbinned_coassembly.fa.086Bacteria[:w16.80%;c21.09%]Firmicutes[:w6.98%;c8.21%]Clostridia[:w3.33%;c4.06%]Clostridiales[:w1.39%;c1.90%]Peptococcaceae[:w0.50%;c0.78%]None[:w0.00%;c0.00%]None[:w0.00%;c0.00%]
